devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
161,USE8099653,ProLiant BL460c G1,"",0,,0,"",USE8099653,"","",,,"",,,"",1,1,,HPProLiant,Server,,
162,USE809964K,ProLiant BL460c G1,"",0,,0,"",USE809964K,"","",,,"",,,"",1,1,,HPProLiant,Server,,
163,USE8099650,ProLiant BL460c G1,"",0,,0,"",USE8099650,"","",,,"",,,"",1,1,,HPProLiant,Server,,
164,USE8099654,ProLiant BL460c G1,"",0,,0,"",USE8099654,"","",,,"",,,"",1,1,,HPProLiant,Server,,
165,sc9-i6-oa1b,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O981MP0408,"",Embedded,10.113.74.22,175196694,HP,,,"",12,1,,OA,MgmtProc,,
166,sc9-i6-1,BladeSystem c7000 Enclosure,9,0,,0,"",USE80287R5,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
167,sc9-i6-oa1a,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O97BMU5153,"",Embedded,10.113.74.21,175196693,HP,,,"",12,1,,OA,MgmtProc,,
168,ora-prod-ebs-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8T,"",Embedded,10.113.74.25,175196697,HP,,,"",12,1,,ILO2,MgmtProc,,
169,ora-prod-ebs-ccm-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996C1,"",Embedded,10.113.74.27,175196699,HP,,,"",12,1,,ILO2,MgmtProc,,
170,sc9-prod-ebiz1-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BA,"",Embedded,10.113.74.32,175196704,HP,,,"",12,1,,ILO2,MgmtProc,,
171,sc9-prod-ebiz1-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996BE,"",Embedded,10.113.74.35,175196707,HP,,,"",12,1,,ILO2,MgmtProc,,
172,sc9-prod-ebiz1-3-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996AR,"",Embedded,10.113.74.38,175196710,HP,,,"",12,1,,ILO2,MgmtProc,,
173,sc9-prod-ebiz1-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80996AX,"",Embedded,10.113.74.41,175196713,HP,,,"",12,1,,ILO2,MgmtProc,,
174,10.113.74.63,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE8099652,"",Embedded,10.113.74.63,175196735,HP,,,"",12,1,,ILO2,MgmtProc,,
175,10.113.74.62,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809965A,"",Embedded,10.113.74.62,175196734,HP,,,"",12,1,,ILO2,MgmtProc,,
176,10.113.74.61,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964D,"",Embedded,10.113.74.61,175196733,HP,,,"",12,1,,ILO2,MgmtProc,,
177,ora-rm-mount-d1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE80892W4,"",Embedded,10.113.74.67,175196739,HP,,,"",12,1,,ILO2,MgmtProc,,
178,TWT803V1H5,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT803V1H5,"","",,,"",,,"",8,1,,c-Class,Switch,,
179,TWT803V1FL,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT803V1FL,"","",,,"",,,"",8,1,,c-Class,Switch,,
180,TWT803V1J6,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT803V1J6,"","",,,"",,,"",8,1,,c-Class,Switch,,
181,TWT803V1FE,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT803V1FE,"","",,,"",,,"",8,1,,c-Class,Switch,,
182,TWT750V06V,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT750V06V,"","",,,"",,,"",8,1,,c-Class,Switch,,
183,TWT751V061,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT751V061,"","",,,"",,,"",8,1,,c-Class,Switch,,
184,TWT751V0GJ,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT751V0GJ,"","",,,"",,,"",8,1,,c-Class,Switch,,
185,USE923MM8T,ProLiant BL685c G6,"",0,,0,"",USE923MM8T,"","",,,"",,,"",1,1,,HPProLiant,Server,,
186,USE80996C1,ProLiant BL680c G5,"",0,,0,"",USE80996C1,"","",,,"",,,"",1,1,,HPProLiant,Server,,
187,USE80996BA,ProLiant BL680c G5,"",0,,0,"",USE80996BA,"","",,,"",,,"",1,1,,HPProLiant,Server,,
188,USE80996BE,ProLiant BL680c G5,"",0,,0,"",USE80996BE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
189,USE80996AR,ProLiant BL680c G5,"",0,,0,"",USE80996AR,"","",,,"",,,"",1,1,,HPProLiant,Server,,
190,USE80996AX,ProLiant BL680c G5,"",0,,0,"",USE80996AX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
191,USE8099652,ProLiant BL460c G1,"",0,,0,"",USE8099652,"","",,,"",,,"",1,1,,HPProLiant,Server,,
192,USE809965A,ProLiant BL460c G1,"",0,,0,"",USE809965A,"","",,,"",,,"",1,1,,HPProLiant,Server,,
193,USE809964D,ProLiant BL460c G1,"",0,,0,"",USE809964D,"","",,,"",,,"",1,1,,HPProLiant,Server,,
194,USE80892W4,ProLiant BL460c G1,"",0,,0,"",USE80892W4,"","",,,"",,,"",1,1,,HPProLiant,Server,,
195,sc9-prod-ebiz1-1-vmotion,"","",0,,0,"","","","",10.113.74.34,175196706,"",,,"",11,1,,None,Unknown,,
196,sc9-prod-ebiz1-3,"","",0,,0,"","","","",10.113.74.39,175196711,"",,,"",11,1,,None,Unknown,,
197,sc9-prod-ebiz1-3-vmotion,"","",0,,0,"","","","",10.113.74.40,175196712,"",,,"",11,1,,None,Unknown,,
198,sc9-prod-ebiz1-1,"","",0,,0,"","","","",10.113.74.33,175196705,"",,,"",11,1,,None,Unknown,,
199,sc9-prod-ebiz1-2-vmotion,"","",0,,0,"","","","",10.113.74.37,175196709,"",,,"",11,1,,None,Unknown,,
200,sc9-prod-ebiz1-2,"","",0,,0,"","","","",10.113.74.36,175196708,"",,,"",11,1,,None,Unknown,,
201,sc9-prod-ebiz1-4-vmotion,"","",0,,0,"","","","",10.113.74.43,175196715,"",,,"",11,1,,None,Unknown,,
202,sc9-prod-ebiz1-4,"","",0,,0,"","","","",10.113.74.42,175196714,"",,,"",11,1,,None,Unknown,,
203,sc9-prod-ebiz1-5,"","",0,,0,"","","","",10.113.74.45,175196717,"",,,"",11,1,,None,Unknown,,
204,sc9-prod-ebiz1-5-vmotion,"","",0,,0,"","","","",10.113.74.46,175196718,"",,,"",11,1,,None,Unknown,,
205,sc9-prod-ebiz1-6,"","",0,,0,"","","","",10.113.74.48,175196720,"",,,"",11,1,,None,Unknown,,
206,sc9-prod-ebiz1-6-vmotion,"","",0,,0,"","","","",10.113.74.49,175196721,"",,,"",11,1,,None,Unknown,,
207,sc9-prod-ebiz1-8-vmotion,"","",0,,0,"","","","",10.113.74.55,175196727,"",,,"",11,1,,None,Unknown,,
208,sc9-prod-ebiz1-7-vmotion,"","",0,,0,"","","","",10.113.74.52,175196724,"",,,"",11,1,,None,Unknown,,
209,sc9-prod-ebiz1-8,"","",0,,0,"","","","",10.113.74.54,175196726,"",,,"",11,1,,None,Unknown,,
210,sc9-ns120-02-cs,"","",0,,0,"","","","",10.113.74.71,175196743,"",,,"",11,1,,None,Unknown,,
211,sc9-cx4-120-02a,"","",0,,0,"","","","",10.113.74.72,175196744,"",,,"",11,1,,None,Unknown,,
212,sc9-cx4-120-02b,"","",0,,0,"","","","",10.113.74.73,175196745,"",,,"",11,1,,None,Unknown,,
213,sc9-i1-oa1a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB09BK0241,"",Embedded,10.113.74.76,175196748,HP,,,"",12,1,,OA,MgmtProc,,
214,prodEBS-II,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH050P7EK,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
215,sc9-i1-oa2a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB0BBK6459,"",Embedded,10.113.74.77,175196749,HP,,,"",12,1,,OA,MgmtProc,,
216,ora-prod-ebs-r3-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOuse0494ny0,"",Embedded,10.113.74.79,175196751,HP,,,"",12,1,,ILO3,MgmtProc,,
217,ora-prod-ebs-r4-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0494NY7,"",Embedded,10.113.74.80,175196752,HP,,,"",12,1,,ILO3,MgmtProc,,
218,ora-prod-ebs-ccm-3-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0494NY5,"",Embedded,10.113.74.81,175196753,HP,,,"",12,1,,ILO3,MgmtProc,,
219,FOC1140T12L,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T12L,"","",,,"",,,"",8,1,,c-Class,Switch,,
220,10.113.74.235,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1235T0V2,"","",10.113.74.235,175196907,"",,,"",8,5,,c-Class,Switch,,
221,FOC1235T0U0,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1235T0U0,"","",,,"",,,"",8,1,,c-Class,Switch,,
222,FOC1140T0KZ,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1140T0KZ,"","",,,"",,,"",8,1,,c-Class,Switch,,
223,TWT751V0AD,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT751V0AD,"","",,,"",,,"",8,1,,c-Class,Switch,,
224,TWT802V0SG,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT802V0SG,"","",,,"",,,"",8,1,,c-Class,Switch,,
225,TWT802V0EC,HP 4Gb Fibre Channel Pass-thru Module for c-Class BladeSystem,"",0,,0,"",TWT802V0EC,"","",,,"",,,"",8,1,,c-Class,Switch,,
226,use0494ny0,ProLiant BL685c G7,"",0,,0,"",use0494ny0,"","",,,"",,,"",1,1,,HPProLiant,Server,,
227,USE0494NY7,ProLiant BL685c G7,"",0,,0,"",USE0494NY7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
228,USE0494NY5,ProLiant BL685c G7,"",0,,0,"",USE0494NY5,"","",,,"",,,"",1,1,,HPProLiant,Server,,
229,sc9-prod-ebiz1-7,"","",0,,0,"","","","",10.113.74.51,175196723,"",,,"",11,1,,None,Unknown,,
230,wdc-cx3-80-71a,"","",0,,0,"","","","",10.128.201.31,176212255,"",,,"",0,1,,None,Unmanaged,,
231,wdc-cx3-80-71b,"","",0,,0,"","","","",10.128.201.32,176212256,"",,,"",0,1,,None,Unmanaged,,
232,wdc-ns42-71-cs,"","",0,,0,"","","","",10.128.201.33,176212257,"",,,"",11,1,,None,Unknown,,
233,wdc-fab1sw72,"","",0,,0,"","","","",10.128.201.34,176212258,"",,,"",11,1,,None,Unknown,,
242,10.128.201.242,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8W,"",Embedded,10.128.201.242,176212466,HP,,,"",12,1,,ILO2,MgmtProc,,
243,USE923MM8W,ProLiant BL685c G6,"",0,,0,"",USE923MM8W,"","",,,"",,,"",1,1,,HPProLiant,Server,,
244,10.128.201.243,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8L,"",Embedded,10.128.201.243,176212467,HP,,,"",12,1,,ILO2,MgmtProc,,
245,USE923MM8L,ProLiant BL685c G6,"",0,,0,"",USE923MM8L,"","",,,"",,,"",1,1,,HPProLiant,Server,,
246,10.128.201.245,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8X,"",Embedded,10.128.201.245,176212469,HP,,,"",12,1,,ILO2,MgmtProc,,
247,USE923MM8X,ProLiant BL685c G6,"",0,,0,"",USE923MM8X,"","",,,"",,,"",1,1,,HPProLiant,Server,,
248,10.128.201.246,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM91,"",Embedded,10.128.201.246,176212470,HP,,,"",12,1,,ILO2,MgmtProc,,
249,USE923MM91,ProLiant BL685c G6,"",0,,0,"",USE923MM91,"","",,,"",,,"",1,1,,HPProLiant,Server,,
250,10.128.201.254,"","",0,,0,"","","","",10.128.201.254,176212478,"",,,"",11,1,,None,Unknown,,
251,10.128.201.252,"","",0,,0,"","","","",10.128.201.252,176212476,"",,,"",11,1,,None,Unknown,,
252,10.128.201.247,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8K,"",Embedded,10.128.201.247,176212471,HP,,,"",12,1,,ILO2,MgmtProc,,
253,USE923MM8K,ProLiant BL685c G6,"",0,,0,"",USE923MM8K,"","",,,"",,,"",1,1,,HPProLiant,Server,,
254,10.128.202.24,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O979MU6393,"",Embedded,10.128.202.24,176212504,HP,,,"",12,1,,OA,MgmtProc,,
255,wdc-f03-bc1,BladeSystem c7000 Enclosure,9,0,,0,"",USE852JMRP,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
256,10.128.202.25,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O98BMP7344,"",Embedded,10.128.202.25,176212505,HP,,,"",12,1,,OA,MgmtProc,,
257,ora-lt-ebs-r2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM90,"",Embedded,10.128.202.45,176212525,HP,,,"",12,1,,ILO2,MgmtProc,,
258,ora-lt-ebs-ccm-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC7,"",Embedded,10.128.202.46,176212526,HP,,,"",12,1,,ILO2,MgmtProc,,
259,10.128.202.54,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB1C,"",Embedded,10.128.202.54,176212534,HP,,,"",12,1,,ILO2,MgmtProc,,
260,10.128.202.55,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB1F,"",Embedded,10.128.202.55,176212535,HP,,,"",12,1,,ILO2,MgmtProc,,
261,10.128.202.56,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB21,"",Embedded,10.128.202.56,176212536,HP,,,"",12,1,,ILO2,MgmtProc,,
262,10.128.202.57,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB1K,"",Embedded,10.128.202.57,176212537,HP,,,"",12,1,,ILO2,MgmtProc,,
263,10.128.202.47,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964M,"",Embedded,10.128.202.47,176212527,HP,,,"",12,1,,ILO2,MgmtProc,,
264,10.128.202.48,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOPZ73MV4591,"",Embedded,10.128.202.48,176212528,HP,,,"",12,1,,ILO2,MgmtProc,,
265,10.128.202.49,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOPZ8AMQ2808,"",Embedded,10.128.202.49,176212529,HP,,,"",12,1,,ILO2,MgmtProc,,
266,10.128.203.245,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964H,"",Embedded,10.128.203.245,176212981,HP,,,"",12,1,,ILO2,MgmtProc,,
267,TWT838V0VD,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V0VD,"","",,,"",,,"",8,1,,c-Class,Switch,,
268,TWT838V0UC,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V0UC,"","",,,"",,,"",8,1,,c-Class,Switch,,
269,TWT751V0KV,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT751V0KV,"","",,,"",,,"",8,1,,c-Class,Switch,,
270,TWT752V0GE,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT752V0GE,"","",,,"",,,"",8,1,,c-Class,Switch,,
271,10.128.202.31,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN88406041,"","",10.128.202.31,176212511,"",,,"",8,1,,c-Class,Switch,,
272,10.128.202.35,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742602S,"","",10.128.202.35,176212515,"",,,"",8,1,,c-Class,Switch,,
273,wdc-loadtest,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
274,USE923MM90,ProLiant BL685c G6,"",0,,0,"",USE923MM90,"","",,,"",,,"",1,1,,HPProLiant,Server,,
275,USE852JLC7,ProLiant BL680c G5,"",0,,0,"",USE852JLC7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
276,USE850JB1C,ProLiant BL680c G5,"",0,,0,"",USE850JB1C,"","",,,"",,,"",1,3,,HPProLiant,Server,,
277,USE850JB1F,ProLiant BL680c G5,"",0,,0,"",USE850JB1F,"","",,,"",,,"",1,1,,HPProLiant,Server,,
278,USE850JB21,ProLiant BL680c G5,"",0,,0,"",USE850JB21,"","",,,"",,,"",1,1,,HPProLiant,Server,,
279,USE850JB1K,ProLiant BL680c G5,"",0,,0,"",USE850JB1K,"","",,,"",,,"",1,1,,HPProLiant,Server,,
280,USE809964M,ProLiant BL460c G1,"",0,,0,"",USE809964M,"","",,,"",,,"",1,1,,HPProLiant,Server,,
281,PZ73MV4591,ProLiant BL460c G1,"",0,,0,"",PZ73MV4591,"","",,,"",,,"",1,1,,HPProLiant,Server,,
282,PZ8AMQ2808,ProLiant BL460c G1,"",0,,0,"",PZ8AMQ2808,"","",,,"",,,"",1,1,,HPProLiant,Server,,
283,USE809964H,ProLiant BL460c G1,"",0,,0,"",USE809964H,"","",,,"",,,"",1,1,,HPProLiant,Server,,
284,10.128.202.22,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O98BMP6179,"",Embedded,10.128.202.22,176212502,HP,,,"",12,1,,OA,MgmtProc,,
285,wdc-f02-bc1,BladeSystem c7000 Enclosure,9,0,,0,"",USE852JMRR,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
286,10.128.202.23,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O987MP3674,"",Embedded,10.128.202.23,176212503,HP,,,"",12,1,,OA,MgmtProc,,
287,ora-lt-ebs-r1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOL301MK1260,"",Embedded,10.128.202.40,176212520,HP,,,"",12,1,,ILO2,MgmtProc,,
288,ora-lt-ebs-ccm-1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLCF,"",Embedded,10.128.202.41,176212521,HP,,,"",12,1,,ILO2,MgmtProc,,
289,10.128.202.50,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLCE,"",Embedded,10.128.202.50,176212530,HP,,,"",12,1,,ILO2,MgmtProc,,
290,10.128.202.51,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC2,"",Embedded,10.128.202.51,176212531,HP,,,"",12,1,,ILO2,MgmtProc,,
291,10.128.202.52,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLCC,"",Embedded,10.128.202.52,176212532,HP,,,"",12,1,,ILO2,MgmtProc,,
292,10.128.202.53,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLCA,"",Embedded,10.128.202.53,176212533,HP,,,"",12,1,,ILO2,MgmtProc,,
293,10.128.202.42,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964R,"",Embedded,10.128.202.42,176212522,HP,,,"",12,1,,ILO2,MgmtProc,,
294,10.128.202.43,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE8099659,"",Embedded,10.128.202.43,176212523,HP,,,"",12,1,,ILO2,MgmtProc,,
295,10.128.202.44,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964C,"",Embedded,10.128.202.44,176212524,HP,,,"",12,1,,ILO2,MgmtProc,,
296,10.128.203.247,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE8099657,"",Embedded,10.128.203.247,176212983,HP,,,"",12,1,,ILO2,MgmtProc,,
297,TWT838V0RB,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V0RB,"","",,,"",,,"",8,1,,c-Class,Switch,,
298,TWT838V0EP,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V0EP,"","",,,"",,,"",8,1,,c-Class,Switch,,
299,TWT838V07F,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V07F,"","",,,"",,,"",8,1,,c-Class,Switch,,
300,TWT838V0LS,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT838V0LS,"","",,,"",,,"",8,1,,c-Class,Switch,,
301,10.128.202.30,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8731600V,"","",10.128.202.30,176212510,"",,,"",8,1,,c-Class,Switch,,
302,10.128.202.34,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742602B,"","",10.128.202.34,176212514,"",,,"",8,1,,c-Class,Switch,,
303,L301MK1260,ProLiant BL685c G6,"",0,,0,"",L301MK1260,"","",,,"",,,"",1,1,,HPProLiant,Server,,
304,USE852JLCF,ProLiant BL680c G5,"",0,,0,"",USE852JLCF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
305,USE852JLCE,ProLiant BL680c G5,"",0,,0,"",USE852JLCE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
306,USE852JLC2,ProLiant BL680c G5,"",0,,0,"",USE852JLC2,"","",,,"",,,"",1,3,,HPProLiant,Server,,
307,USE852JLCC,ProLiant BL680c G5,"",0,,0,"",USE852JLCC,"","",,,"",,,"",1,3,,HPProLiant,Server,,
308,USE852JLCA,ProLiant BL680c G5,"",0,,0,"",USE852JLCA,"","",,,"",,,"",1,1,,HPProLiant,Server,,
309,USE809964R,ProLiant BL460c G1,"",0,,0,"",USE809964R,"","",,,"",,,"",1,1,,HPProLiant,Server,,
310,USE8099659,ProLiant BL460c G1,"",0,,0,"",USE8099659,"","",,,"",,,"",1,1,,HPProLiant,Server,,
311,USE809964C,ProLiant BL460c G1,"",0,,0,"",USE809964C,"","",,,"",,,"",1,1,,HPProLiant,Server,,
312,USE8099657,ProLiant BL460c G1,"",0,,0,"",USE8099657,"","",,,"",,,"",1,1,,HPProLiant,Server,,
313,10.128.202.26,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O98BMP4971,"",Embedded,10.128.202.26,176212506,HP,,,"",12,1,,OA,MgmtProc,,
314,wdc-f04-bc1,BladeSystem c7000 Enclosure,9,0,,0,"",USE850JBEM,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
315,10.128.202.27,BladeSystem c7000 Onboard Administrator,"",0,,0,"",O987MP5787,"",Embedded,10.128.202.27,176212507,HP,,,"",12,1,,OA,MgmtProc,,
316,wdc-loadtest-vmg1-9-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB25,"",Embedded,10.128.202.58,176212538,HP,,,"",12,1,,ILO2,MgmtProc,,
317,wdc-loadtest-vmg1-10-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC8,"",Embedded,10.128.202.59,176212539,HP,,,"",12,1,,ILO2,MgmtProc,,
318,wdc-loadtest-vmg1-11-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE850JB1H,"",Embedded,10.128.202.60,176212540,HP,,,"",12,1,,ILO2,MgmtProc,,
319,wdc-loadtest-vmg1-12-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE852JLC3,"",Embedded,10.128.202.61,176212541,HP,,,"",12,1,,ILO2,MgmtProc,,
320,ora-lt-ebs-r3-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0494NY2,"",Embedded,10.128.202.93,176212573,HP,,,"",12,1,,ILO3,MgmtProc,,
321,ora-lt-ebs-r4-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE0494NY6,"",Embedded,10.128.202.94,176212574,HP,,,"",12,1,,ILO3,MgmtProc,,
322,communities-lt-app-4-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE809964J,"",Embedded,10.128.202.21,176212501,HP,,,"",12,1,,ILO2,MgmtProc,,
323,communities-lt-app-2-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7497JD7,"",Embedded,10.128.202.65,176212545,HP,,,"",12,1,,ILO2,MgmtProc,,
324,10.128.203.248,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7456KL,"",Embedded,10.128.203.248,176212984,HP,,,"",12,1,,ILO2,MgmtProc,,
325,10.128.203.236,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE7436V67,"",Embedded,10.128.203.236,176212972,HP,,,"",12,1,,ILO2,MgmtProc,,
326,TWT939V0U8,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V0U8,"","",,,"",,,"",8,1,,c-Class,Switch,,
327,TWT939V1RD,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT939V1RD,"","",,,"",,,"",8,1,,c-Class,Switch,,
328,TWT950V240,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT950V240,"","",,,"",,,"",8,1,,c-Class,Switch,,
329,TWT950V1WU,HP 1Gb Ethernet Pass-Thru Module for c-Class BladeSystem,"",0,,0,"",TWT950V1WU,"","",,,"",,,"",8,1,,c-Class,Switch,,
330,10.128.202.32,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8840603C,"","",10.128.202.32,176212512,"",,,"",8,1,,c-Class,Switch,,
331,10.128.202.37,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN88406042,"","",10.128.202.37,176212517,"",,,"",8,1,,c-Class,Switch,,
332,USE850JB25,ProLiant BL680c G5,"",0,,0,"",USE850JB25,"","",,,"",,,"",1,1,,HPProLiant,Server,,
333,USE852JLC8,ProLiant BL680c G5,"",0,,0,"",USE852JLC8,"","",,,"",,,"",1,1,,HPProLiant,Server,,
334,USE850JB1H,ProLiant BL680c G5,"",0,,0,"",USE850JB1H,"","",,,"",,,"",1,1,,HPProLiant,Server,,
335,USE852JLC3,ProLiant BL680c G5,"",0,,0,"",USE852JLC3,"","",,,"",,,"",1,1,,HPProLiant,Server,,
336,USE0494NY2,ProLiant BL685c G7,"",0,,0,"",USE0494NY2,"","",,,"",,,"",1,1,,HPProLiant,Server,,
337,USE0494NY6,ProLiant BL685c G7,"",0,,0,"",USE0494NY6,"","",,,"",,,"",1,1,,HPProLiant,Server,,
338,USE809964J,ProLiant BL460c G1,"",0,,0,"",USE809964J,"","",,,"",,,"",1,1,,HPProLiant,Server,,
339,USE7497JD7,ProLiant BL465c G1,"",0,,0,"",USE7497JD7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
